Model,Accel,Trials,batchsize,50th_pct,90th_pct,avg_latency(ms),Min,Max,Accuracy,Normalized_Accuracy
t5-large,onnxruntime_gpu_pascal,1000,2,274.02567863464355,277.33516693115234,274.43036365509033,268.8257694244385,288.5396480560303,32.0,99.68847352024922
t5-large,onnxruntime_gpu_pascal,1000,4,273.27728271484375,279.0558338165283,274.64315581321716,269.9391841888428,300.32944679260254,32.0,99.68847352024922
t5-large,onnxruntime_gpu_pascal,1000,8,272.7348804473877,275.29120445251465,273.0939359664917,269.4520950317383,292.5097942352295,32.0,99.68847352024922
t5-large,onnxruntime_gpu_pascal,1000,16,276.1385440826416,278.5980701446533,276.47718238830566,273.4484672546387,290.67420959472656,32.0,99.68847352024922
t5-small,onnxruntime_cpu,100,1,99.86710548400879,110.65220832824707,101.59692525863647,95.52383422851562,118.50595474243164,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,2,174.64971542358398,178.44319343566895,175.10581731796265,169.88897323608398,186.71107292175293,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,4,207.02290534973145,225.2979278564453,209.7702121734619,196.89583778381348,248.59905242919922,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,8,247.06578254699707,268.44000816345215,248.2917070388794,214.68329429626465,322.3590850830078,26.7,83.17757009345794
t5-small,onnxruntime_cpu,100,16,272.3870277404785,286.17119789123535,273.90005588531494,254.0898323059082,385.70332527160645,26.7,83.17757009345794
t5-base,onnxruntime_cpu,100,1,258.5759162902832,274.503231048584,260.2695822715759,237.3950481414795,331.6681385040283,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,2,666.3870811462402,705.9502601623535,671.2151288986206,641.4122581481934,763.5622024536133,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,4,619.4052696228027,629.3458938598633,619.3424916267395,595.2630043029785,659.592866897583,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,8,631.9248676300049,644.3772315979004,623.0180931091309,476.2570858001709,671.036958694458,30.9,96.26168224299064
t5-base,onnxruntime_cpu,100,16,772.7200984954834,828.6118507385254,775.9868168830872,687.4668598175049,917.5760746002197,30.9,96.26168224299064
t5-large,onnxruntime_cpu,100,1,770.4079151153564,778.7108421325684,771.4303493499756,764.9521827697754,804.7387599945068,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,2,1334.1648578643799,1357.1667671203613,1337.630045413971,1314.6467208862305,1396.4331150054932,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,4,1483.2630157470703,1516.4611339569092,1485.5605745315552,1418.355941772461,1581.0320377349854,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,8,1376.772165298462,1396.399974822998,1378.6270809173584,1358.597993850708,1424.2169857025146,32.0,99.68847352024922
t5-large,onnxruntime_cpu,100,16,1553.3778667449951,1570.2219009399414,1554.3914461135864,1532.8459739685059,1601.5679836273193,32.0,99.68847352024922
t5-small,onnxruntime_gpu_ampere,100,1,119.89808082580566,120.4681396484375,124.97206687927246,119.46773529052734,618.6032295227051,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,2,129.99463081359863,130.89346885681152,130.0186276435852,128.84283065795898,133.3298683166504,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,4,130.65743446350098,131.44373893737793,130.8320927619934,130.12337684631348,134.47904586791992,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,8,131.70981407165527,132.45439529418945,131.81410551071167,130.97548484802246,133.31198692321777,26.7,83.17757009345794
t5-small,onnxruntime_gpu_ampere,100,16,131.744384765625,132.2619915008545,131.81334972381592,131.06560707092285,135.16950607299805,26.7,83.17757009345794
t5-base,onnxruntime_gpu_ampere,100,1,228.41763496398926,229.50267791748047,228.51674795150757,227.0655632019043,231.88543319702148,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,2,240.0357723236084,250.40292739868164,242.53633737564087,237.40673065185547,251.46079063415527,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,4,242.8262233734131,244.21191215515137,243.03014755249023,241.3613796234131,247.1463680267334,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,8,244.1253662109375,246.38652801513672,244.48310136795044,242.35010147094727,248.1400966644287,30.9,96.26168224299064
t5-base,onnxruntime_gpu_ampere,100,16,244.57621574401855,245.73779106140137,244.7078514099121,243.4825897216797,247.542142868042,30.9,96.26168224299064
t5-large,onnxruntime_gpu_ampere,100,1,438.69924545288086,440.6886100769043,439.05755519866943,436.32984161376953,468.308687210083,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,2,482.7892780303955,484.06291007995605,482.89783239364624,481.53233528137207,486.53578758239746,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,4,468.7175750732422,471.4045524597168,469.0853500366211,465.61503410339355,474.5221138000488,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,8,469.16890144348145,472.42212295532227,469.8483896255493,466.9017791748047,484.4050407409668,32.0,99.68847352024922
t5-large,onnxruntime_gpu_ampere,100,16,489.4092082977295,491.138219833374,488.24909925460815,464.2786979675293,494.78769302368164,32.0,99.68847352024922
yolov5n,onnxruntime_gpu_pascal,1000,1,11.501789093017578,11.586189270019531,12.197710514068604,11.397123336791992,665.132999420166,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,2,16.23392105102539,16.54362678527832,16.328783988952637,16.08133316040039,39.647817611694336,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,4,25.179147720336914,25.284528732299805,25.253159284591675,24.964570999145508,50.23527145385742,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,8,42.171478271484375,42.37079620361328,42.27275037765503,41.90778732299805,68.01390647888184,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_pascal,1000,16,94.22016143798828,94.87700462341309,88.47838830947876,81.67099952697754,109.17115211486816,28.0,55.22682445759368
yolov5s,onnxruntime_gpu_pascal,1000,1,11.832475662231445,11.920928955078125,11.884511232376099,11.746883392333984,35.57610511779785,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,2,16.426801681518555,16.748905181884766,16.495906352996826,16.271352767944336,36.32473945617676,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,4,26.390552520751953,26.485204696655273,26.43751549720764,26.146650314331055,46.11921310424805,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,8,49.92556571960449,50.10271072387695,50.003138065338135,49.617767333984375,72.57461547851562,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_pascal,1000,16,108.61706733703613,109.14969444274902,103.23080468177795,96.78053855895996,126.77597999572754,45.4,89.54635108481261
yolov5m,onnxruntime_gpu_pascal,1000,1,14.31417465209961,14.416933059692383,14.358767986297607,14.201641082763672,34.820556640625,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,2,20.8737850189209,20.97940444946289,20.906222581863403,20.697832107543945,38.140058517456055,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,4,37.41097450256348,37.58955001831055,37.454890966415405,37.12868690490723,51.52130126953125,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,8,73.23145866394043,73.65632057189941,73.26469874382019,72.22795486450195,95.35741806030273,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_pascal,1000,16,149.3692398071289,151.10397338867188,144.38120985031128,136.31033897399902,170.04799842834473,37.4,73.76725838264299
yolov5l,onnxruntime_gpu_pascal,1000,1,17.385482788085938,17.49706268310547,17.44561505317688,17.261981964111328,37.63580322265625,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,2,30.67493438720703,30.922412872314453,30.710076570510864,30.25031089782715,44.85034942626953,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,4,54.380178451538086,54.7487735748291,54.37255001068115,53.29418182373047,72.68285751342773,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,8,103.37138175964355,105.20195960998535,103.54155707359314,101.46188735961914,123.31867218017578,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_pascal,1000,16,206.1440944671631,208.27794075012207,201.453218460083,193.47310066223145,220.37839889526367,49.0,96.64694280078895
yolov5x,onnxruntime_gpu_pascal,1000,1,25.94590187072754,26.159286499023438,25.999871253967285,25.35223960876465,43.45512390136719,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,2,45.69411277770996,46.02551460266113,45.69974684715271,44.458627700805664,59.62347984313965,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,4,84.72943305969238,85.83426475524902,84.78848505020142,82.81826972961426,104.81715202331543,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,8,162.33038902282715,163.2227897644043,162.3588104248047,159.14535522460938,186.8002414703369,50.7,100.0
yolov5x,onnxruntime_gpu_pascal,1000,16,284.1508388519287,285.16530990600586,284.2071919441223,281.1737060546875,306.1859607696533,50.7,100.0
yolov5n,onnxruntime_cpu,100,1,37.581682205200195,38.532257080078125,37.78855800628662,36.11326217651367,48.02083969116211,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,2,74.18704032897949,76.46799087524414,74.63870286941528,71.13790512084961,95.17383575439453,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,4,116.99581146240234,119.58098411560059,117.08214998245239,112.8079891204834,128.78012657165527,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,8,226.62830352783203,229.60901260375977,226.26449823379517,218.07217597961426,243.0262565612793,28.0,55.22682445759368
yolov5n,onnxruntime_cpu,100,16,1738.9500141143799,1765.0961875915527,1740.8712577819824,1701.7738819122314,1787.3647212982178,28.0,55.22682445759368
yolov5s,onnxruntime_cpu,100,1,62.78824806213379,65.48500061035156,62.873334884643555,58.3798885345459,71.49600982666016,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,2,120.86987495422363,123.58593940734863,120.81713676452637,115.27609825134277,129.0900707244873,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,4,197.54815101623535,201.17592811584473,197.3978567123413,190.76299667358398,204.9579620361328,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,8,399.0328311920166,408.76221656799316,400.8959484100342,389.8658752441406,439.0718936920166,45.4,89.54635108481261
yolov5s,onnxruntime_cpu,100,16,3198.409080505371,3359.560012817383,3239.2073941230774,3160.0801944732666,3609.644889831543,45.4,89.54635108481261
yolov5m,onnxruntime_cpu,100,1,105.71169853210449,109.10677909851074,104.18048143386841,93.07193756103516,112.71500587463379,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,2,211.1952304840088,216.0181999206543,211.32745027542114,203.7959098815918,221.24505043029785,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,4,369.66991424560547,379.46105003356934,371.0990571975708,354.63500022888184,428.44581604003906,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,8,731.0128211975098,750.7266998291016,732.6036190986633,708.5409164428711,768.6412334442139,37.4,73.76725838264299
yolov5m,onnxruntime_cpu,100,16,6196.88081741333,6457.405805587769,40124.52885866165,5970.407009124756,1058028.6841392517,37.4,73.76725838264299
yolov5l,onnxruntime_cpu,100,1,160.81905364990234,165.26222229003906,161.2916660308838,156.0990810394287,170.46284675598145,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,2,345.2908992767334,353.6489009857178,9840.040264129639,332.766056060791,949714.3430709839,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,4,660.7160568237305,673.7470626831055,662.0758605003357,646.9161510467529,713.7739658355713,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,8,1302.6797771453857,1343.5771465301514,3592.493860721588,1265.5529975891113,229785.40897369385,49.0,96.64694280078895
yolov5l,onnxruntime_cpu,100,16,10663.741111755371,915602.1151542664,121198.83236885071,10112.491846084595,1004071.8810558319,49.0,96.64694280078895
yolov5x,onnxruntime_cpu,100,1,238.43026161193848,243.22104454040527,239.31010007858276,231.40192031860352,270.7791328430176,50.7,100.0
yolov5x,onnxruntime_cpu,100,2,539.8340225219727,548.1030941009521,540.5976963043213,530.5430889129639,579.3521404266357,50.7,100.0
yolov5x,onnxruntime_cpu,100,4,1057.6226711273193,1082.5872421264648,20494.81257200241,1033.372163772583,980886.7881298065,50.7,100.0
yolov5x,onnxruntime_cpu,100,8,2103.762149810791,2129.5928955078125,40166.867780685425,2071.1050033569336,991617.3620223999,50.7,100.0
yolov5x,onnxruntime_cpu,100,16,15404.78801727295,931978.3878326416,162683.1352186203,14932.971954345703,1090910.2821350098,50.7,100.0
yolov5n,onnxruntime_gpu_ampere,100,1,16.050100326538086,16.425371170043945,24.459097385406494,15.51198959350586,857.82790184021,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,2,20.707130432128906,21.391868591308594,20.880908966064453,19.52958106994629,38.61856460571289,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,4,29.393672943115234,29.914379119873047,29.624333381652832,28.28669548034668,51.428794860839844,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,8,46.705007553100586,47.05071449279785,47.03617334365845,46.0970401763916,74.45073127746582,28.0,55.22682445759368
yolov5n,onnxruntime_gpu_ampere,100,16,78.94420623779297,79.47063446044922,79.44846391677856,78.49454879760742,115.11063575744629,28.0,55.22682445759368
yolov5s,onnxruntime_gpu_ampere,100,1,16.385316848754883,17.102718353271484,16.605608463287354,15.82956314086914,33.14661979675293,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,2,20.709991455078125,21.198511123657227,20.82240343093872,19.593477249145508,35.60233116149902,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,4,29.876708984375,30.315876007080078,30.008397102355957,28.802871704101562,48.15959930419922,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,8,47.91140556335449,48.76708984375,48.30345869064331,47.328948974609375,71.42376899719238,45.4,89.54635108481261
yolov5s,onnxruntime_gpu_ampere,100,16,85.13474464416504,86.02261543273926,85.53650856018066,84.50651168823242,110.52513122558594,45.4,89.54635108481261
yolov5m,onnxruntime_gpu_ampere,100,1,20.692110061645508,21.07405662536621,20.77474355697632,19.739627838134766,37.5826358795166,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,2,25.1767635345459,25.83932876586914,25.308871269226074,23.94556999206543,40.41552543640137,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,4,34.00015830993652,34.432172775268555,34.16295051574707,32.98830986022949,48.25568199157715,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,8,57.782649993896484,58.14027786254883,57.97817945480347,57.241201400756836,70.55377960205078,37.4,73.76725838264299
yolov5m,onnxruntime_gpu_ampere,100,16,108.69145393371582,109.34972763061523,109.04050350189209,108.12711715698242,128.70073318481445,37.4,73.76725838264299
yolov5l,onnxruntime_gpu_ampere,100,1,24.837732315063477,25.25496482849121,24.996938705444336,24.05524253845215,40.412187576293945,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,2,28.734683990478516,29.225826263427734,28.834526538848877,27.704954147338867,42.975664138793945,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,4,41.13483428955078,41.48244857788086,41.30465030670166,40.3139591217041,54.654598236083984,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,8,76.08604431152344,76.53069496154785,76.08617544174194,74.80835914611816,83.68468284606934,49.0,96.64694280078895
yolov5l,onnxruntime_gpu_ampere,100,16,138.68212699890137,139.3415927886963,138.8778281211853,137.8614902496338,149.55568313598633,49.0,96.64694280078895
yolov5x,onnxruntime_gpu_ampere,100,1,28.58757972717285,29.02531623840332,28.74222755432129,27.94623374938965,45.000553131103516,50.7,100.0
yolov5x,onnxruntime_gpu_ampere,100,2,32.31382369995117,32.685041427612305,32.33258247375488,31.06975555419922,48.62833023071289,50.7,100.0
yolov5x,onnxruntime_gpu_ampere,100,4,56.31303787231445,56.649208068847656,56.435298919677734,55.736541748046875,64.90969657897949,50.7,100.0
yolov5x,onnxruntime_gpu_ampere,100,8,106.02235794067383,106.49991035461426,106.17093563079834,105.49116134643555,114.74323272705078,50.7,100.0
yolov5x,onnxruntime_gpu_ampere,100,16,191.6968822479248,192.31247901916504,191.92336320877075,190.87648391723633,201.5373706817627,50.7,100.0
densenet121,onnxruntime_cpu,,1,1228.27,,1228.27,1096.04,2007.32,74.97,96.48648648648648
densenet121,onnxruntime_cpu,,2,3335.67,,3335.67,3005.24,3794.43,74.97,96.48648648648648
densenet121,onnxruntime_cpu,,4,5071.01,,5071.01,4702.11,5595.41,74.97,96.48648648648648
densenet121,onnxruntime_cpu,,8,8532.32,,8532.32,7799.03,9704.50,74.97,96.48648648648648
densenet121,onnxruntime_gpu_ampere,,1,46.39,,46.39,38.87,84.10,74.97,96.48648648648648
densenet121,onnxruntime_gpu_ampere,,2,76.57,,76.57,57.37,366.08,74.97,96.48648648648648
densenet121,onnxruntime_gpu_ampere,,4,110.72,,110.72,83.73,426.93,74.97,96.48648648648648
densenet121,onnxruntime_gpu_ampere,,8,157.84,,157.84,126.98,532.56,74.97,96.48648648648648
densenet121,onnxruntime_gpu_pascal,,1,37.66,,37.66,33.52,115.95,74.97,96.48648648648648
densenet121,onnxruntime_gpu_pascal,,2,65.48,,65.48,50.28,319.94,74.97,96.48648648648648
densenet121,onnxruntime_gpu_pascal,,4,97.96,,97.96,81.22,356.06,74.97,96.48648648648648
densenet121,onnxruntime_gpu_pascal,,8,155.79,,155.79,132.72,457.79,74.97,96.48648648648648
densenet161,onnxruntime_cpu,,1,2550.23,,2550.23,2101.44,4095.34,77.7,100.0
densenet161,onnxruntime_cpu,,2,7308.70,,7308.70,6691.82,8899.68,77.7,100.0
densenet161,onnxruntime_cpu,,4,11381.26,,11381.26,10105.40,13396.46,77.7,100.0
densenet161,onnxruntime_cpu,,8,18314.16,,18314.16,16696.15,20802.86,77.7,100.0
densenet161,onnxruntime_gpu_ampere,,1,55.24,,55.24,43.08,93.36,77.7,100.0
densenet161,onnxruntime_gpu_ampere,,2,88.99,,88.99,52.53,509.96,77.7,100.0
densenet161,onnxruntime_gpu_ampere,,4,127.01,,127.01,86.68,601.58,77.7,100.0
densenet161,onnxruntime_gpu_ampere,,8,184.06,,184.06,148.90,706.52,77.7,100.0
densenet161,onnxruntime_gpu_pascal,,1,46.20,,46.20,37.70,104.04,77.7,100.0
densenet161,onnxruntime_gpu_pascal,,2,77.64,,77.64,58.45,396.90,77.7,100.0
densenet161,onnxruntime_gpu_pascal,,4,111.80,,111.80,93.27,424.26,77.7,100.0
densenet161,onnxruntime_gpu_pascal,,8,182.63,,182.63,156.24,614.20,77.7,100.0
densenet169,onnxruntime_cpu,,1,1579.73,,1579.73,1396.77,2399.52,76.17,98.03088803088804
densenet169,onnxruntime_cpu,,2,4170.79,,4170.79,3489.05,4982.88,76.17,98.03088803088804
densenet169,onnxruntime_cpu,,4,6171.19,,6171.19,5531.81,7307.79,76.17,98.03088803088804
densenet169,onnxruntime_cpu,,8,10574.94,,10574.94,9795.37,12099.74,76.17,98.03088803088804
densenet169,onnxruntime_gpu_ampere,,1,53.32,,53.32,40.61,90.27,76.17,98.03088803088804
densenet169,onnxruntime_gpu_ampere,,2,86.33,,86.33,54.35,507.45,76.17,98.03088803088804
densenet169,onnxruntime_gpu_ampere,,4,123.21,,123.21,98.15,508.70,76.17,98.03088803088804
densenet169,onnxruntime_gpu_ampere,,8,172.67,,172.67,126.49,595.22,76.17,98.03088803088804
densenet169,onnxruntime_gpu_pascal,,1,44.08,,44.08,38.13,97.47,76.17,98.03088803088804
densenet169,onnxruntime_gpu_pascal,,2,74.50,,74.50,55.87,393.80,76.17,98.03088803088804
densenet169,onnxruntime_gpu_pascal,,4,107.18,,107.18,87.16,430.76,76.17,98.03088803088804
densenet169,onnxruntime_gpu_pascal,,8,164.03,,164.03,140.26,498.05,76.17,98.03088803088804
densenet201,onnxruntime_cpu,,1,1943.49,,1943.49,1695.47,2997.85,77.32,99.5109395109395
densenet201,onnxruntime_cpu,,2,5317.77,,5317.77,4996.49,6094.44,77.32,99.5109395109395
densenet201,onnxruntime_cpu,,4,7945.91,,7945.91,7297.33,9095.63,77.32,99.5109395109395
