Model,Accel,Trials,batchsize,50th_pct,90th_pct,avg_latency(ms),Min,Max,Accuracy,Normalized_Accuracy
densenet201,onnxruntime_cpu,,8,13372.78,,13372.78,12396.90,15407.01,77.32,99.5109395109395
densenet201,onnxruntime_gpu_ampere,,1,59.57,,59.57,48.29,95.83,77.32,99.5109395109395
densenet201,onnxruntime_gpu_ampere,,2,98.90,,98.90,71.54,557.89,77.32,99.5109395109395
densenet201,onnxruntime_gpu_ampere,,4,128.52,,128.52,94.06,576.61,77.32,99.5109395109395
densenet201,onnxruntime_gpu_ampere,,8,182.53,,182.53,141.50,674.19,77.32,99.5109395109395
densenet201,onnxruntime_gpu_pascal,,1,46.49,,46.49,39.18,89.29,77.32,99.5109395109395
densenet201,onnxruntime_gpu_pascal,,2,81.98,,81.98,58.43,464.29,77.32,99.5109395109395
densenet201,onnxruntime_gpu_pascal,,4,110.81,,110.81,88.45,481.44,77.32,99.5109395109395
densenet201,onnxruntime_gpu_pascal,,8,175.60,,175.60,152.03,568.28,77.32,99.5109395109395
efficientnet-b0,onnxruntime_cpu,,1,674.83,,674.83,595.48,1248.69,77.1,91.45907473309607
efficientnet-b0,onnxruntime_cpu,,2,1151.28,,1151.28,1001.37,1295.57,77.1,91.45907473309607
efficientnet-b0,onnxruntime_cpu,,4,2086.16,,2086.16,1299.62,2595.53,77.1,91.45907473309607
efficientnet-b0,onnxruntime_cpu,,8,4320.71,,4320.71,3999.92,4902.06,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_ampere,,1,32.46,,32.46,26.26,68.55,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_ampere,,2,95.78,,95.78,43.94,1014.74,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_ampere,,4,139.35,,139.35,82.01,1174.59,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_ampere,,8,189.93,,189.93,129.97,1127.53,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_pascal,,1,31.74,,31.74,28.53,64.71,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_pascal,,2,97.26,,97.26,51.46,927.12,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_pascal,,4,141.96,,141.96,98.27,903.74,77.1,91.45907473309607
efficientnet-b0,onnxruntime_gpu_pascal,,8,226.13,,226.13,174.44,1098.65,77.1,91.45907473309607
efficientnet-b1,onnxruntime_cpu,,1,950.12,,950.12,795.24,1492.51,79.1,93.83155397390273
efficientnet-b1,onnxruntime_cpu,,2,1676.72,,1676.72,1336.51,1899.41,79.1,93.83155397390273
efficientnet-b1,onnxruntime_cpu,,4,2991.49,,2991.49,2557.88,3294.88,79.1,93.83155397390273
efficientnet-b1,onnxruntime_cpu,,8,5935.09,,5935.09,5595.34,6700.81,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_ampere,,1,37.88,,37.88,31.07,72.89,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_ampere,,2,114.89,,114.89,46.54,1272.62,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_ampere,,4,147.63,,147.63,83.35,1336.15,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_ampere,,8,210.37,,210.37,136.89,1435.20,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_pascal,,1,34.59,,34.59,31.99,64.38,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_pascal,,2,120.31,,120.31,57.69,1279.59,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_pascal,,4,173.55,,173.55,109.08,1284.98,79.1,93.83155397390273
efficientnet-b1,onnxruntime_gpu_pascal,,8,279.09,,279.09,194.46,1748.01,79.1,93.83155397390273
efficientnet-b3,onnxruntime_cpu,,1,1271.52,,1271.52,1005.21,1601.83,81.6,96.79715302491103
efficientnet-b3,onnxruntime_cpu,,2,2321.50,,2321.50,1938.98,2597.39,81.6,96.79715302491103
efficientnet-b3,onnxruntime_cpu,,4,4140.89,,4140.89,3624.99,4896.92,81.6,96.79715302491103
efficientnet-b3,onnxruntime_cpu,,8,9535.86,,9535.86,8320.31,10402.63,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_ampere,,1,38.12,,38.12,32.06,76.18,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_ampere,,2,134.41,,134.41,49.04,1669.28,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_ampere,,4,176.98,,176.98,85.13,1846.41,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_ampere,,8,233.91,,233.91,148.53,1749.19,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_pascal,,1,39.80,,39.80,36.89,91.32,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_pascal,,2,144.86,,144.86,66.15,1611.59,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_pascal,,4,201.90,,201.90,124.71,1637.37,81.6,96.79715302491103
efficientnet-b3,onnxruntime_gpu_pascal,,8,328.50,,328.50,225.38,2174.45,81.6,96.79715302491103
efficientnet-b5,onnxruntime_cpu,,1,2119.26,,2119.26,1793.50,3300.44,83.6,99.16963226571767
efficientnet-b5,onnxruntime_cpu,,2,3530.30,,3530.30,3295.91,3998.40,83.6,99.16963226571767
efficientnet-b5,onnxruntime_cpu,,4,7160.04,,7160.04,6397.50,8300.07,83.6,99.16963226571767
efficientnet-b5,onnxruntime_cpu,,8,14918.97,,14918.97,14102.80,16496.63,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_ampere,,1,46.57,,46.57,40.87,81.28,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_ampere,,2,229.56,,229.56,60.74,3399.16,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_ampere,,4,273.17,,273.17,103.32,3436.82,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_ampere,,8,327.31,,327.31,172.32,3162.61,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_pascal,,1,53.06,,53.06,50.07,81.10,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_pascal,,2,259.81,,259.81,88.79,3480.51,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_pascal,,4,328.09,,328.09,169.20,3313.51,83.6,99.16963226571767
efficientnet-b5,onnxruntime_gpu_pascal,,8,492.55,,492.55,319.41,3733.59,83.6,99.16963226571767
efficientnet-b7,onnxruntime_cpu,,1,3720.98,,3720.98,3198.37,6696.15,84.3,100.0
efficientnet-b7,onnxruntime_cpu,,2,7099.23,,7099.23,6308.42,9101.69,84.3,100.0
efficientnet-b7,onnxruntime_cpu,,4,13405.08,,13405.08,12097.76,15296.38,84.3,100.0
efficientnet-b7,onnxruntime_cpu,,8,28099.92,,28099.92,26497.98,30997.22,84.3,100.0
efficientnet-b7,onnxruntime_gpu_ampere,,1,52.52,,52.52,44.11,91.72,84.3,100.0
efficientnet-b7,onnxruntime_gpu_ampere,,2,316.46,,316.46,68.78,4948.76,84.3,100.0
efficientnet-b7,onnxruntime_gpu_ampere,,4,409.56,,409.56,123.91,5795.01,84.3,100.0
efficientnet-b7,onnxruntime_gpu_ampere,,8,471.02,,471.02,211.81,5306.05,84.3,100.0
efficientnet-b7,onnxruntime_gpu_pascal,,1,74.70,,74.70,72.35,105.20,84.3,100.0
efficientnet-b7,onnxruntime_gpu_pascal,,2,405.16,,405.16,129.77,5579.55,84.3,100.0
efficientnet-b7,onnxruntime_gpu_pascal,,4,520.83,,520.83,248.17,5621.93,84.3,100.0
efficientnet-b7,onnxruntime_gpu_pascal,,8,789.67,,789.67,472.02,6693.82,84.3,100.0
mobilenet0.25,onnxruntime_cpu,,1,246.77,,246.77,87.54,404.61,52.91,72.20251091703057
mobilenet0.25,onnxruntime_cpu,,2,436.83,,436.83,303.48,598.18,52.91,72.20251091703057
mobilenet0.25,onnxruntime_cpu,,4,709.49,,709.49,402.54,900.40,52.91,72.20251091703057
mobilenet0.25,onnxruntime_cpu,,8,1296.12,,1296.12,1005.33,1599.38,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_ampere,,1,26.01,,26.01,21.64,61.21,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_ampere,,2,52.98,,52.98,40.03,246.68,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_ampere,,4,89.01,,89.01,73.09,336.31,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_ampere,,8,133.70,,133.70,117.83,373.13,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_pascal,,1,23.77,,23.77,21.01,61.45,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_pascal,,2,49.01,,49.01,35.91,259.17,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_pascal,,4,80.76,,80.76,67.39,256.97,52.91,72.20251091703057
mobilenet0.25,onnxruntime_gpu_pascal,,8,132.93,,132.93,118.31,341.15,52.91,72.20251091703057
mobilenet0.5,onnxruntime_cpu,,1,362.33,,362.33,275.11,605.27,65.2,88.97379912663756
mobilenet0.5,onnxruntime_cpu,,2,739.37,,739.37,594.91,901.55,65.2,88.97379912663756
mobilenet0.5,onnxruntime_cpu,,4,1155.69,,1155.69,918.06,1501.88,65.2,88.97379912663756
mobilenet0.5,onnxruntime_cpu,,8,2036.16,,2036.16,1627.74,2501.35,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_ampere,,1,25.51,,25.51,21.29,60.08,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_ampere,,2,60.61,,60.61,37.83,417.34,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_ampere,,4,94.50,,94.50,70.16,446.92,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_ampere,,8,142.13,,142.13,113.85,531.20,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_pascal,,1,23.41,,23.41,20.48,56.88,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_pascal,,2,55.45,,55.45,36.16,387.77,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_pascal,,4,87.73,,87.73,69.49,373.17,65.2,88.97379912663756
mobilenet0.5,onnxruntime_gpu_pascal,,8,136.86,,136.86,113.82,463.62,65.2,88.97379912663756
mobilenet0.75,onnxruntime_cpu,,1,501.22,,501.22,378.05,898.88,70.25,95.86517467248909
mobilenet0.75,onnxruntime_cpu,,2,1047.58,,1047.58,903.63,1301.86,70.25,95.86517467248909
mobilenet0.75,onnxruntime_cpu,,4,1756.48,,1756.48,1594.24,2298.11,70.25,95.86517467248909
mobilenet0.75,onnxruntime_cpu,,8,3060.95,,3060.95,2700.94,3798.93,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_ampere,,1,25.73,,25.73,22.73,58.83,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_ampere,,2,68.09,,68.09,40.07,550.70,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_ampere,,4,100.40,,100.40,72.52,582.55,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_ampere,,8,151.44,,151.44,118.98,666.37,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_pascal,,1,24.03,,24.03,21.68,55.49,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_pascal,,2,60.83,,60.83,37.30,474.52,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_pascal,,4,91.57,,91.57,67.84,488.80,70.25,95.86517467248909
mobilenet0.75,onnxruntime_gpu_pascal,,8,147.66,,147.66,116.44,631.65,70.25,95.86517467248909
mobilenet1.0,onnxruntime_cpu,,1,633.13,,633.13,495.71,999.25,73.28,100.0
mobilenet1.0,onnxruntime_cpu,,2,1414.70,,1414.70,1202.46,1702.93,73.28,100.0
mobilenet1.0,onnxruntime_cpu,,4,2276.40,,2276.40,2001.57,2903.00,73.28,100.0
mobilenet1.0,onnxruntime_cpu,,8,4316.02,,4316.02,3701.83,5501.54,73.28,100.0
mobilenet1.0,onnxruntime_gpu_ampere,,1,25.87,,25.87,22.42,64.99,73.28,100.0
mobilenet1.0,onnxruntime_gpu_ampere,,2,75.46,,75.46,41.70,674.50,73.28,100.0
mobilenet1.0,onnxruntime_gpu_ampere,,4,108.93,,108.93,72.31,726.12,73.28,100.0
mobilenet1.0,onnxruntime_gpu_ampere,,8,154.25,,154.25,116.21,743.83,73.28,100.0
mobilenet1.0,onnxruntime_gpu_pascal,,1,23.36,,23.36,20.36,70.17,73.28,100.0
mobilenet1.0,onnxruntime_gpu_pascal,,2,64.42,,64.42,35.88,586.65,73.28,100.0
mobilenet1.0,onnxruntime_gpu_pascal,,4,97.78,,97.78,68.80,593.27,73.28,100.0
mobilenet1.0,onnxruntime_gpu_pascal,,8,154.65,,154.65,118.17,744.40,73.28,100.0
resnest14,onnxruntime_cpu,,1,776.35,,776.35,602.07,1507.98,75.75,89.61315509286644
resnest14,onnxruntime_cpu,,2,1970.26,,1970.26,1812.64,2296.96,75.75,89.61315509286644
resnest14,onnxruntime_cpu,,4,3159.88,,3159.88,2899.54,3802.70,75.75,89.61315509286644
resnest14,onnxruntime_cpu,,8,5705.84,,5705.84,5202.37,6394.42,75.75,89.61315509286644
resnest14,onnxruntime_gpu_ampere,,1,29.19,,29.19,24.39,64.85,75.75,89.61315509286644
resnest14,onnxruntime_gpu_ampere,,2,51.82,,51.82,42.56,163.39,75.75,89.61315509286644
resnest14,onnxruntime_gpu_ampere,,4,85.97,,85.97,76.70,222.96,75.75,89.61315509286644
resnest14,onnxruntime_gpu_ampere,,8,138.49,,138.49,125.78,308.97,75.75,89.61315509286644
resnest14,onnxruntime_gpu_pascal,,1,25.06,,25.06,21.68,59.33,75.75,89.61315509286644
resnest14,onnxruntime_gpu_pascal,,2,48.49,,48.49,40.10,177.10,75.75,89.61315509286644
resnest14,onnxruntime_gpu_pascal,,4,84.45,,84.45,76.91,182.01,75.75,89.61315509286644
resnest14,onnxruntime_gpu_pascal,,8,142.10,,142.10,131.78,273.12,75.75,89.61315509286644
resnest26,onnxruntime_cpu,,1,1039.92,,1039.92,889.98,1600.87,78.68,93.07938010173903
resnest26,onnxruntime_cpu,,2,2870.48,,2870.48,2601.29,4000.41,78.68,93.07938010173903
resnest26,onnxruntime_cpu,,4,4292.21,,4292.21,3904.59,4802.69,78.68,93.07938010173903
resnest26,onnxruntime_cpu,,8,7745.24,,7745.24,7002.48,8702.95,78.68,93.07938010173903
resnest26,onnxruntime_gpu_ampere,,1,33.01,,33.01,26.47,63.63,78.68,93.07938010173903
resnest26,onnxruntime_gpu_ampere,,2,55.90,,55.90,43.85,179.60,78.68,93.07938010173903
resnest26,onnxruntime_gpu_ampere,,4,92.98,,92.98,80.05,274.56,78.68,93.07938010173903
resnest26,onnxruntime_gpu_ampere,,8,147.66,,147.66,130.06,389.07,78.68,93.07938010173903
resnest26,onnxruntime_gpu_pascal,,1,29.37,,29.37,25.95,82.99,78.68,93.07938010173903
resnest26,onnxruntime_gpu_pascal,,2,55.25,,55.25,46.33,206.34,78.68,93.07938010173903
resnest26,onnxruntime_gpu_pascal,,4,91.46,,91.46,82.92,231.95,78.68,93.07938010173903
resnest26,onnxruntime_gpu_pascal,,8,153.90,,153.90,139.14,327.74,78.68,93.07938010173903
resnest269,onnxruntime_cpu,,1,6278.66,,6278.66,5199.23,9900.63,84.53,100.0
resnest269,onnxruntime_cpu,,2,20202.02,,20202.02,16745.38,24202.57,84.53,100.0
resnest269,onnxruntime_cpu,,4,27373.82,,27373.82,26001.54,29592.16,84.53,100.0
resnest269,onnxruntime_cpu,,8,44029.45,,44029.45,43000.78,46301.23,84.53,100.0
resnest269,onnxruntime_gpu_ampere,,1,86.39,,86.39,59.59,130.88,84.53,100.0
resnest269,onnxruntime_gpu_ampere,,2,140.02,,140.02,78.20,844.69,84.53,100.0
resnest269,onnxruntime_gpu_ampere,,4,182.00,,182.00,114.28,954.21,84.53,100.0
resnest269,onnxruntime_gpu_ampere,,8,249.51,,249.51,182.12,1299.19,84.53,100.0
resnest269,onnxruntime_gpu_pascal,,1,75.19,,75.19,59.22,114.44,84.53,100.0
resnest269,onnxruntime_gpu_pascal,,2,139.54,,139.54,108.82,688.10,84.53,100.0
resnest269,onnxruntime_gpu_pascal,,4,208.74,,208.74,167.34,952.02,84.53,100.0
resnest269,onnxruntime_gpu_pascal,,8,327.09,,327.09,270.19,1331.66,84.53,100.0
resnest50,onnxruntime_cpu,,1,2378.30,,2378.30,2099.02,4100.52,81.04,95.87128830001184
resnest50,onnxruntime_cpu,,2,6915.50,,6915.50,6502.42,7394.01,81.04,95.87128830001184
resnest50,onnxruntime_cpu,,4,10128.41,,10128.41,9594.65,11406.74,81.04,95.87128830001184
resnest50,onnxruntime_cpu,,8,16260.21,,16260.21,15201.56,17902.55,81.04,95.87128830001184
resnest50,onnxruntime_gpu_ampere,,1,41.00,,41.00,32.46,74.25,81.04,95.87128830001184
resnest50,onnxruntime_gpu_ampere,,2,68.29,,68.29,53.77,276.36,81.04,95.87128830001184
resnest50,onnxruntime_gpu_ampere,,4,104.59,,104.59,86.64,367.57,81.04,95.87128830001184
resnest50,onnxruntime_gpu_ampere,,8,161.27,,161.27,133.15,541.99,81.04,95.87128830001184
resnest50,onnxruntime_gpu_pascal,,1,34.47,,34.47,30.28,84.39,81.04,95.87128830001184
resnest50,onnxruntime_gpu_pascal,,2,64.10,,64.10,52.58,255.63,81.04,95.87128830001184
resnest50,onnxruntime_gpu_pascal,,4,102.72,,102.72,89.97,306.04,81.04,95.87128830001184
resnest50,onnxruntime_gpu_pascal,,8,173.49,,173.49,155.18,458.50,81.04,95.87128830001184
resnet101_v1,onnxruntime_cpu,,1,1666.81,,1666.81,1152.19,3354.53,78.34,98.88916940166625
resnet101_v1,onnxruntime_cpu,,2,6025.92,,6025.92,4866.88,7559.10,78.34,98.88916940166625
resnet101_v1,onnxruntime_cpu,,4,9293.26,,9293.26,8115.80,11002.65,78.34,98.88916940166625
resnet101_v1,onnxruntime_cpu,,8,16758.37,,16758.37,14099.60,21198.96,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_ampere,,1,40.40,,40.40,31.70,75.56,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_ampere,,2,71.31,,71.31,49.96,350.69,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_ampere,,4,107.46,,107.46,80.81,434.50,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_ampere,,8,162.87,,162.87,135.88,588.89,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_pascal,,1,34.23,,34.23,30.59,89.94,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_pascal,,2,60.61,,60.61,48.15,271.37,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_pascal,,4,98.89,,98.89,83.74,338.18,78.34,98.88916940166625
resnet101_v1,onnxruntime_gpu_pascal,,8,159.99,,159.99,140.76,458.07,78.34,98.88916940166625
resnet152_v1,onnxruntime_cpu,,1,2334.37,,2334.37,1904.59,3404.37,79.22,100.0
resnet152_v1,onnxruntime_cpu,,2,16865.12,,16865.12,9767.98,21962.69,79.22,100.0
resnet152_v1,onnxruntime_cpu,,4,13498.41,,13498.41,11823.29,16627.87,79.22,100.0
resnet152_v1,onnxruntime_cpu,,8,22366.00,,22366.00,20646.97,26444.40,79.22,100.0
resnet152_v1,onnxruntime_gpu_ampere,,1,47.55,,47.55,39.12,81.27,79.22,100.0
resnet152_v1,onnxruntime_gpu_ampere,,2,82.31,,82.31,52.37,453.58,79.22,100.0
resnet152_v1,onnxruntime_gpu_ampere,,4,119.17,,119.17,90.66,555.29,79.22,100.0
resnet152_v1,onnxruntime_gpu_ampere,,8,173.01,,173.01,138.61,738.73,79.22,100.0
resnet152_v1,onnxruntime_gpu_pascal,,1,40.93,,40.93,36.73,77.54,79.22,100.0
resnet152_v1,onnxruntime_gpu_pascal,,2,71.61,,71.61,53.92,375.26,79.22,100.0
resnet152_v1,onnxruntime_gpu_pascal,,4,107.97,,107.97,92.11,386.53,79.22,100.0
resnet152_v1,onnxruntime_gpu_pascal,,8,181.76,,181.76,153.54,626.51,79.22,100.0
resnet18_v1,onnxruntime_cpu,,1,538.49,,538.49,408.20,852.23,70.93,89.5354708406968
resnet18_v1,onnxruntime_cpu,,2,948.84,,948.84,877.30,1097.91,70.93,89.5354708406968
resnet18_v1,onnxruntime_cpu,,4,1766.33,,1766.33,1501.32,2102.37,70.93,89.5354708406968
resnet18_v1,onnxruntime_cpu,,8,3351.02,,3351.02,3011.59,4099.31,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_ampere,,1,27.81,,27.81,23.57,65.25,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_ampere,,2,49.41,,49.41,42.80,149.10,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_ampere,,4,83.26,,83.26,75.19,194.29,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_ampere,,8,134.95,,134.95,122.56,280.88,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_pascal,,1,23.21,,23.21,20.95,55.58,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_pascal,,2,44.54,,44.54,36.10,154.37,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_pascal,,4,76.99,,76.99,68.73,167.39,70.93,89.5354708406968
resnet18_v1,onnxruntime_gpu_pascal,,8,130.27,,130.27,119.82,248.95,70.93,89.5354708406968
resnet34_v1,onnxruntime_cpu,,1,863.85,,863.85,700.40,1293.06,74.37,93.8778086341833
resnet34_v1,onnxruntime_cpu,,2,1446.19,,1446.19,1225.42,1699.44,74.37,93.8778086341833
resnet34_v1,onnxruntime_cpu,,4,2866.17,,2866.17,2331.54,3302.15,74.37,93.8778086341833
resnet34_v1,onnxruntime_cpu,,8,6295.34,,6295.34,5706.81,7498.05,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_ampere,,1,32.30,,32.30,24.14,67.30,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_ampere,,2,54.28,,54.28,41.98,204.64,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_ampere,,4,92.39,,92.39,77.32,260.12,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_ampere,,8,142.31,,142.31,126.10,384.99,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_pascal,,1,25.45,,25.45,23.10,55.89,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_pascal,,2,50.01,,50.01,39.96,189.77,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_pascal,,4,84.39,,84.39,74.36,223.56,74.37,93.8778086341833
resnet34_v1,onnxruntime_gpu_pascal,,8,138.39,,138.39,126.69,329.85,74.37,93.8778086341833
resnet50_v1,onnxruntime_cpu,,1,1035.10,,1035.10,760.24,1461.42,77.36,97.65210805352183
resnet50_v1,onnxruntime_cpu,,2,3324.71,,3324.71,2695.32,3785.61,77.36,97.65210805352183
resnet50_v1,onnxruntime_cpu,,4,4856.73,,4856.73,4024.07,5841.39,77.36,97.65210805352183
resnet50_v1,onnxruntime_cpu,,8,7938.26,,7938.26,7130.82,9343.26,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_ampere,,1,32.62,,32.62,26.30,67.09,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_ampere,,2,56.60,,56.60,44.72,218.79,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_ampere,,4,94.92,,94.92,81.47,306.11,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_ampere,,8,147.40,,147.40,125.36,443.70,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_pascal,,1,26.72,,26.72,24.36,59.52,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_pascal,,2,51.63,,51.63,42.18,201.67,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_pascal,,4,86.20,,86.20,75.96,232.86,77.36,97.65210805352183
resnet50_v1,onnxruntime_gpu_pascal,,8,145.95,,145.95,128.77,351.11,77.36,97.65210805352183
